id,imdb,name,year,rate,runtime,certificate,boxoffice,opening_theaters,budget_US???$),ReleaseDate,genre,genre1,genre2,genre3,genre4,genre5,genre6,Column
1,tt0499549,Avatar (2009),2009,7.9,162,PG_13,761000000,"3,452",237000000,16-Dec-09,Action , Adventure , Fantasy , Sci-Fi,,,,
4,tt0468569,The Dark Knight (2008),2008,9,152,PG_13,533000000,"4,366",185000000,14-Jul-08,Action , Crime , Drama,,,,,
9,tt0383574,Pirates of the Caribbean: Dead Man's Chest (2006),2006,7.3,151,PG_13,423000000,"4,133",225000000,24-Jun-06,Action , Adventure , Fantasy,,,,,
10,tt0435761,Toy Story 3 (2010),2010,8.4,103,G,415000000,"4,028",200000000,17-Jun-10,Animation , Adventure , Comedy , Family , Fantasy,,,
14,tt1055369,Transformers: Revenge of the Fallen (2009),2009,6,150,PG_13,402000000,"4,234",200000000,22-Jun-09,Action , Adventure , Sci-Fi,,,,,
16,tt1201607,Harry Potter and the Deathly Hallows: Part 2 (2011),2011,8.1,130,PG_13,381000000,"4,375",125000000,11-Jul-11,Adventure , Fantasy , Mystery,,,,,
18,tt0121766,Star Wars: Episode III - Revenge of the Sith (2005),2005,7.7,140,PG_13,380000000,"3,661",113000000,19-May-05,Action , Adventure , Fantasy , Sci-Fi,,,,
22,tt1399103,Transformers: Dark of the Moon (2011),2011,6.3,154,PG_13,352000000,"4,011",195000000,28-Jun-11,Action , Adventure , Sci-Fi,,,,,
26,tt0413300,Spider-Man 3 (2007),2007,6.2,139,PG_13,337000000,"4,252",258000000,30-Apr-07,Action , Adventure,,,,,,
27,tt1014759,Alice in Wonderland (2010),2010,6.5,108,PG,334000000,"3,728",200000000,5-Mar-10,Adventure , Family , Fantasy,,,,,
29,tt0413267,Shrek the Third (2007),2007,6,93,PG,321000000,"4,122",160000000,6-May-07,Animation , Adventure , Comedy , Family , Fantasy,,,
30,tt0418279,Transformers (2007),2007,7.2,144,PG_13,319000000,"4,011",150000000,27-Jun-07,Action , Adventure , Sci-Fi,,,,,
31,tt0371746,Iron Man (2008),2008,7.9,126,PG_13,318000000,"4,105",140000000,30-Apr-08,Action , Adventure , Sci-Fi,,,,,
33,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull (2008),2008,6.2,122,PG_13,317000000,"4,260",185000000,22-May-08,Action , Adventure,,,,,,
35,tt1228705,Iron Man 2 (2010),2010,7.1,124,PG_13,312000000,"4,380",200000000,26-Apr-10,Action , Adventure , Sci-Fi,,,,,
37,tt0449088,Pirates of the Caribbean: At World's End (2007),2007,7.1,169,PG_13,309000000,"4,362",300000000,19-May-07,Action , Adventure , Fantasy,,,,,
42,tt0417741,Harry Potter and the Half-Blood Prince (2009),2009,7.5,153,PG,302000000,"4,275",250000000,8-Jul-09,Adventure , Family , Fantasy , Mystery,,,,
43,tt1325004,The Twilight Saga: Eclipse (2010),2010,4.9,124,PG_13,301000000,"4,416",68000000,24-Jun-10,Adventure , Drama , Fantasy , Romance,,,,
44,tt1259571,The Twilight Saga: New Moon (2009),2009,4.6,130,PG_13,297000000,"4,024",50000000,16-Nov-09,Adventure , Drama , Fantasy , Romance,,,,
45,tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),2010,7.7,146,PG_13,295000000,"4,125",200000000,15-Nov-10,Adventure , Family , Fantasy , Mystery,,,,
47,tt1049413,Up (2009),2009,8.3,96,PG,293000000,"3,766",175000000,16-May-09,Animation , Adventure , Comedy , Family,,,,
48,tt1375666,Inception (2010),2010,8.8,148,PG_13,293000000,"3,792",160000000,13-Jul-10,Action , Mystery , Sci-Fi , Thriller,,,,
4951,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",2005,6.9,143,UNRATED,292000000,"3,616",180000000,9-Dec-05,Adventure , Family , Fantasy,,,,,
50,tt0373889,Harry Potter and the Order of the Phoenix (2007),2007,7.4,138,PG_13,292000000,"4,181",150000000,8-Jul-07,Adventure , Family , Fantasy , Mystery,,,,
4953,tt0330373,Harry Potter and the Goblet of Fire (2005),2005,7.6,157,PG_13,290000000,"3,858",150000000,12-Nov-05,Adventure , Family , Fantasy , Mystery,,,,
4956,tt1324999,The Twilight Saga: Breaking Dawn - Part 1 (2011),2011,4.9,117,PG_13,281000000,"4,066",110000000,18-Nov-11,Adventure , Drama , Fantasy , Romance,,,,
4958,tt1119646,The Hangover (2009),2009,7.8,100,UNRATED,277000000,"3,269",35000000,2-Jun-09,Comedy ,,,,,,,
4969,tt0796366,Star Trek (2009),2009,8,127,PG_13,258000000,"3,849",140000000,6-Apr-09,Action , Adventure , Sci-Fi,,,,,
4970,tt0480249,I Am Legend (2007),2007,7.2,101,PG_13,256000000,"3,606",150000000,11-Dec-07,Drama , Sci-Fi , Thriller,,,,,
4971,tt0878804,The Blind Side (2009),2009,7.7,129,PG_13,256000000,"3,110",29000000,17-Nov-09,Biography , Drama , Sport,,,,,
4973,tt1411697,The Hangover Part II (2011),2011,6.5,102,R,254000000,"3,615",80000000,19-May-11,Comedy ,,,,,,,
4974,tt1323594,Despicable Me (2010),2010,7.7,95,TV_PG,252000000,"3,476",69000000,27-Jun-10,Animation , Comedy , Family,,,,,
4975,tt0477347,Night at the Museum (2006),2006,6.4,108,PG,251000000,"3,768",110000000,17-Dec-06,Action , Adventure , Comedy , Family , Fantasy,,,
4980,tt0317219,Cars (2006),2006,7.2,117,G,244000000,"3,985",120000000,14-Mar-06,Animation , Adventure , Comedy , Family , Sport,,,
4985,tt1298650,Pirates of the Caribbean: On Stranger Tides (2011),2011,6.7,136,PG_13,241000000,"4,155",250000000,7-May-11,Action , Adventure , Fantasy,,,,,
4987,tt0892791,Shrek Forever After (2010),2010,6.4,93,PG,238000000,"4,359",165000000,21-Apr-10,Animation , Adventure , Comedy , Family , Fantasy,,,
4991,tt0407304,War of the Worlds (2005),2005,6.5,116,PG_13,234000000,"3,908",132000000,23-Jun-05,Adventure , Sci-Fi , Thriller,,,,,
4990,tt0376994,X-Men: The Last Stand (2006),2006,6.8,104,PG_13,234000000,"3,714",210000000,26-May-06,Action , Adventure , Sci-Fi , Thriller,,,,
4997,tt0448157,Hancock (2008),2008,6.5,92,R,228000000,"3,500",150000000,2-Jul-08,Action , Fantasy,,,,,,
4998,tt0440963,The Bourne Ultimatum (2007),2007,8.1,115,PG_13,227000000,"3,660",110000000,25-Jul-07,Action , Thriller,,,,,,
5000,tt0910970,WALL_???E (2008),2008,8.4,98,G,224000000,"3,992",180000000,23-Jun-08,Animation , Adventure , Romance , Sci-Fi,,,,
102,tt0465234,National Treasure: Book of Secrets (2007),2007,6.5,124,PG,220000000,"3,832",130000000,13-Dec-07,Action , Adventure , Mystery , Thriller,,,,
103,tt1231580,Alvin and the Chipmunks: The Squeakquel (2009),2009,4.4,88,PG,220000000,"3,700",75000000,23-Dec-09,Animation , Comedy , Family , Fantasy , Music,,,
105,tt0360717,King Kong (2005),2005,7.3,187,PG_13,218000000,"3,567",207000000,5-Dec-05,Action , Adventure , Drama , Romance,,,,
106,tt0382625,The Da Vinci Code (2006),2006,6.5,149,PG_13,218000000,"3,735",125000000,19-May-06,Mystery , Thriller,,,,,,
108,tt0952640,Alvin and the Chipmunks (2007),2007,5.3,92,PG,217000000,"3,475",60000000,14-Dec-07,Animation , Comedy , Family , Fantasy , Music,,,
107,tt0892769,How to Train Your Dragon (2010),2010,8.2,98,PG,217000000,"4,055",165000000,26-Mar-10,Animation , Adventure , Family , Fantasy,,,,
112,tt0441773,Kung Fu Panda (2008),2008,7.6,92,PG,215000000,"4,114",130000000,6-Jun-08,Animation , Action , Adventure , Comedy , Family,,,
116,tt0416449,300 (2006),2006,7.8,117,R,211000000,"3,103",65000000,9-Dec-06,Action , Fantasy , War,,,,,
117,tt1596343,Fast Five (2011),2011,7.3,130,PG_13,210000000,"3,644",125000000,29-Apr-11,Action , Crime , Thriller,,,,,
119,tt0396269,Wedding Crashers (2005),2005,7,119,R,209000000,"2,925",40000000,15-Jul-05,Comedy , Romance,,,,,,
120,tt0988045,Sherlock Holmes (2009),2009,7.6,128,PG_13,209000000,"3,626",90000000,25-Dec-09,Action , Adventure , Crime , Mystery , Thriller,,,
118,tt1229238,Mission: Impossible - Ghost Protocol (2011),2011,7.3,133,PG_13,209000000,"3,555",145000000,11-Dec-11,Action , Adventure , Thriller,,,,,
122,tt0367594,Charlie and the Chocolate Factory (2005),2005,6.7,115,PG,206000000,"3,770",150000000,10-Jul-05,Adventure , Comedy , Family , Fantasy,,,,
123,tt0382932,Ratatouille (2007),2007,8,111,G,206000000,"3,940",150000000,22-Jun-07,Animation , Comedy , Family , Fantasy,,,,
126,tt0372784,Batman Begins (2005),2005,8.3,140,PG_13,205000000,"3,718",150000000,15-Jun-05,Action , Adventure,,,,,,
131,tt0398286,Tangled (2010),2010,7.8,100,PG,201000000,"3,603",260000000,24-Nov-10,Animation , Comedy , Family , Fantasy , Musical , Romance,,
133,tt0348150,Superman Returns (2006),2006,6.1,154,PG_13,200000000,"3,915",209000000,21-Jun-06,Action , Adventure , Fantasy , Sci-Fi,,,,
136,tt0366548,Happy Feet (2006),2006,6.5,108,PG,198000000,"3,804",100000000,17-Nov-06,Animation , Comedy , Family , Music,,,,
135,tt0892782,Monsters vs. Aliens (2009),2009,6.6,94,PG,198000000,"4,104",175000000,27-Mar-09,Animation , Action , Adventure , Comedy , Family , Sci-Fi,,
137,tt1080016,Ice Age: Dawn of the Dinosaurs (2009),2009,7,94,PG,197000000,"4,032",90000000,1-Jul-09,Animation , Action , Adventure , Comedy , Family,,,
138,tt0438097,Ice Age: The Meltdown (2006),2006,6.9,91,PG,195000000,"3,969",80000000,31-Mar-06,Animation , Action , Adventure , Comedy , Family , Fantasy,,
139,tt0351283,Madagascar (2005),2005,6.9,86,PG,193000000,"4,131",75000000,27-May-05,Animation , Adventure , Comedy , Family,,,,
142,tt1099212,Twilight (2008),2008,5.2,122,PG_13,191000000,"3,419",37000000,17-Nov-08,Drama , Fantasy , Romance,,,,,
141,tt1216475,Cars 2 (2011),2011,6.3,106,G,191000000,"4,115",200000000,18-Jun-11,Animation , Adventure , Comedy , Family,,,,
149,tt1515091,Sherlock Holmes: A Game of Shadows (2011),2011,7.5,129,PG_13,187000000,"3,703",125000000,10-Dec-11,Action , Adventure , Crime , Mystery , Thriller,,,
5001,tt0356910,Mr. & Mrs. Smith (2005),2005,6.5,120,UNRATED,186000000,"3,424",110000000,7-Jun-05,Action , Comedy , Crime , Romance,,,,
5004,tt0462538,The Simpsons Movie (2007),2007,7.4,87,PG_13,183000000,"3,922",75000000,21-Jul-07,Animation , Adventure , Comedy,,,,,
5010,tt0800369,Thor (2011),2011,7,115,PG_13,181000000,"3,955",150000000,2-May-11,Action , Adventure , Fantasy,,,,,
5013,tt0479952,Madagascar: Escape 2 Africa (2008),2008,6.7,89,PG,180000000,"4,056",150000000,7-Nov-08,Animation , Action , Adventure , Comedy , Family,,,
5014,tt0458525,X-Men Origins: Wolverine (2009),2009,6.7,107,PG_13,180000000,"4,099",150000000,27-Apr-09,Action , Adventure , Sci-Fi , Thriller,,,,
5016,tt0386588,Hitch (2005),2005,6.7,118,TV_14,178000000,"3,575",70000000,11-Feb-05,Comedy , Romance,,,,,,
5017,tt1078912,Night at the Museum: Battle of the Smithsonian (2009),2009,5.9,105,PG,177000000,"4,096",150000000,14-May-09,Action , Adventure , Comedy , Family , Fantasy,,,
5021,tt1155076,The Karate Kid (2010),2010,6.2,140,PG,177000000,"3,663",40000000,11-Jun-10,Action , Drama , Family , Sport,,,,
5019,tt1318514,Rise of the Planet of the Apes (2011),2011,7.6,105,PG_13,177000000,"3,648",93000000,5-Aug-11,Action , Drama , Sci-Fi , Thriller,,,,
5020,tt0458339,Captain America: The First Avenger (2011),2011,6.8,124,PG_13,177000000,"3,715",140000000,19-Jul-11,Action , Adventure , Sci-Fi,,,,,
5028,tt1104001,TRON: Legacy (2010),2010,6.8,125,PG,172000000,"3,451",170000000,17-Dec-10,Action , Adventure , Sci-Fi,,,,,
5031,tt1403865,True Grit (2010),2010,7.7,110,PG_13,171000000,"3,047",38000000,14-Dec-10,Adventure , Drama , Western,,,,,
5034,tt1454029,The Help (2011),2011,8.1,146,PG_13,170000000,"2,534",25000000,9-Aug-11,Drama ,,,,,,,
5035,tt1478338,Bridesmaids (2011),2011,6.8,125,R,169000000,"2,918",32500000,28-Apr-11,Comedy , Romance,,,,,,
5037,tt0486946,Wild Hogs (2007),2007,5.9,100,TV_14,168000000,"3,401",,27-Feb-07,Action , Adventure , Comedy,,,,,
5036,tt0830515,Quantum of Solace (2008),2008,6.7,106,PG_13,168000000,"3,451",200000000,14-Nov-08,Action , Adventure , Thriller,,,,,
5039,tt0381061,Casino Royale (2006),2006,8,144,PG_13,167000000,"3,434",150000000,17-Nov-06,Action , Adventure , Thriller,,,,,
5041,tt1190080,2012 (2009),2009,5.8,158,PG_13,166000000,"3,404",200000000,13-Nov-09,Action , Adventure , Sci-Fi,,,,,
5042,tt1302011,Kung Fu Panda 2 (2011),2011,7.3,91,PG,165000000,"3,925",150000000,22-May-11,Animation , Action , Adventure , Comedy , Drama , Family,,
5045,tt1041829,The Proposal (2009),2009,6.7,108,PG_13,164000000,"3,056",40000000,1-Jun-09,Comedy , Drama , Romance,,,,,
5050,tt0454921,The Pursuit of Happyness (2006),2006,7.9,117,PG_13,163000000,"2,852",55000000,15-Dec-06,Biography , Drama,,,,,,
5047,tt0800320,Clash of the Titans (2010),2010,5.8,106,NULL,163000000,"3,777",125000000,2-Apr-10,Action , Adventure , Fantasy,,,,,
4901,tt1375670,Grown Ups (2010),2010,6,102,PG_13,162000000,"3,534",80000000,25-Jun-10,Comedy ,,,,,,,
4907,tt0398165,The Longest Yard (2005),2005,6.3,113,PG_13,158000000,"3,634",82000000,19-May-05,Comedy , Crime , Sport,,,,,
4915,tt0120667,Fantastic Four (2005),2005,5.7,106,PG_13,155000000,"3,602",100000000,8-Jul-05,Action , Adventure , Sci-Fi,,,,,
4914,tt0327084,Over the Hedge (2006),2006,6.8,83,PG,155000000,"4,059",80000000,29-Apr-06,Animation , Adventure , Comedy , Family,,,,
4916,tt0451079,Horton Hears a Who! (2008),2008,6.9,86,G,155000000,"3,954",85000000,3-Mar-08,Animation , Adventure , Comedy , Family , Fantasy,,,
4913,tt1013752,Fast & Furious (2009),2009,6.6,107,PG_13,155000000,"3,461",85000000,12-Mar-09,Action , Crime , Drama , Thriller,,,,
4919,tt1000774,Sex and the City (2008),2008,5.4,145,R,153000000,"3,285",65000000,27-May-08,Comedy , Drama , Romance,,,,,
4924,tt1046173,G.I. Joe: The Rise of Cobra (2009),2009,5.8,118,PG_13,150000000,"4,007",175000000,6-Aug-09,Action , Adventure , Sci-Fi , Thriller,,,,
4929,tt0478311,Knocked Up (2007),2007,7.1,129,R,149000000,"2,871",30000000,12-Mar-07,Comedy , Drama , Romance,,,,,
4927,tt0448694,Puss in Boots (2011),2011,6.7,90,PG,149000000,"3,952",130000000,23-Oct-11,Animation , Adventure , Comedy , Family,,,,
4933,tt0415306,Talladega Nights: The Ballad of Ricky Bobby (2006),2006,6.5,108,PG_13,148000000,"3,803",73000000,26-Jul-06,Action , Comedy , Sport,,,,,
4934,tt1205489,Gran Torino (2008),2008,8.2,116,R,148000000,"3,045",33000000,9-Dec-08,Drama ,,,,,,,
4930,tt0970866,Little Fockers (2010),2010,5.4,98,PG_13,148000000,"3,536",100000000,22-Dec-10,Comedy , Romance,,,,,,
4931,tt1001526,Megamind (2010),2010,7.3,95,PG,148000000,"3,944",130000000,30-Oct-10,Animation , Action , Comedy , Family , Sci-Fi,,,
4937,tt1114740,Paul Blart: Mall Cop (2009),2009,5.2,91,PG_13,146000000,"3,144",26000000,6-Jan-09,Action , Comedy , Crime,,,,,
4936,tt1270798,X-Men: First Class (2011),2011,7.8,132,PG_13,146000000,"3,641",160000000,25-May-11,Action , Adventure , Sci-Fi,,,,,
4940,tt0936501,Taken (2008),2008,7.9,93,UNRATED,145000000,"3,183",25000000,30-Jan-08,Action , Thriller,,,,,,
4945,tt0795421,Mamma Mia! (2008),2008,6.4,108,PG_13,144000000,"2,976",52000000,16-Jul-08,Comedy , Musical , Romance,,,,,
4946,tt1436562,Rio (2011),2011,7,96,G,144000000,"3,827",90000000,15-Apr-11,Animation , Adventure , Comedy , Family , Musical,,,
4947,tt0467406,Juno (2007),2007,7.6,96,PG_13,143000000,"2,534",7500000,1-Sep-07,Comedy , Drama , Romance,,,,,
4948,tt0822832,Marley & Me (2008),2008,7.1,115,PG,143000000,"3,480",60000000,25-Dec-08,Comedy , Drama , Family , Romance,,,,
4949,tt0472181,The Smurfs (2011),2011,5.5,103,PG,143000000,"3,395",110000000,24-Jul-11,Animation , Adventure , Comedy , Family , Fantasy,,,
4950,tt0499448,The Chronicles of Narnia: Prince Caspian (2008),2008,6.6,150,PG,142000000,"3,929",225000000,16-May-08,Action , Adventure , Family , Fantasy,,,,
4802,tt1010048,Slumdog Millionaire (2008),2008,8,120,R,141000000,"2,943",15000000,30-Aug-08,Drama , Romance,,,,,,
4807,tt0293564,Rush Hour 3 (2007),2007,6.2,91,PG_13,140000000,"3,778",140000000,30-Jul-07,Action , Comedy , Crime , Thriller,,,,
4812,tt1504320,The King's Speech (2010),2010,8.1,118,R,139000000,"2,584",15000000,6-Sep-10,Biography , Drama , History,,,,,
4817,tt1067106,A Christmas Carol (2009),2009,6.8,96,PG,138000000,"3,683",200000000,6-Nov-09,Animation , Drama , Family , Fantasy,,,,
4820,tt0389860,Click (2006),2006,6.4,107,PG_13,137000000,"3,749",70000000,23-Jun-06,Comedy , Drama , Fantasy , Romance,,,,
4826,tt0371606,Chicken Little (2005),2005,5.8,81,G,135000000,"3,654",150000000,30-Oct-05,Animation , Adventure , Comedy , Family , Sci-Fi,,,
4829,tt0337978,Live Free or Die Hard (2007),2007,7.2,128,UNRATED,135000000,"3,172",110000000,22-Jun-07,Action , Adventure , Thriller,,,,,
4828,tt0493464,Wanted (2008),2008,6.7,110,R,135000000,"3,175",75000000,19-Jun-08,Action , Crime , Fantasy , Thriller,,,,
4830,tt0800080,The Incredible Hulk (2008),2008,6.9,112,PG_13,135000000,"3,505",150000000,8-Jun-08,Action , Adventure , Sci-Fi,,,,,
4836,tt0317919,Mission: Impossible III (2006),2006,6.8,126,PG_13,133000000,"4,054",150000000,5-May-06,Action , Adventure , Thriller,,,,,
4837,tt0808151,Angels & Demons (2009),2009,6.7,138,PG_13,133000000,"3,527",150000000,15-May-09,Mystery , Thriller,,,,,,
4839,tt1615918,Alvin and the Chipmunks: Chipwrecked (2011),2011,4.4,87,G,133000000,"3,723",75000000,16-Dec-11,Animation , Adventure , Comedy , Family , Fantasy , Music,,
4842,tt0407887,The Departed (2006),2006,8.5,151,R,132000000,"3,017",90000000,26-Sep-06,Crime , Drama , Thriller,,,,,
4846,tt0486576,Fantastic 4: Rise of the Silver Surfer (2007),2007,5.6,92,PG,132000000,"3,959",130000000,15-Jun-07,Action , Adventure , Sci-Fi , Thriller,,,,
4847,tt0938283,The Last Airbender (2010),2010,4.3,103,PG,132000000,"3,169",150000000,30-Jun-10,Action , Adventure , Family , Fantasy,,,,
151,tt0765429,American Gangster (2007),2007,7.8,157,R,130000000,"3,059",100000000,19-Oct-07,Biography , Crime , Drama,,,,,
4850,tt0425061,Get Smart (2008),2008,6.5,110,PG_13,130000000,"3,911",80000000,20-Jun-08,Action , Adventure , Comedy , Romance , Thriller,,,
156,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),2006,7.3,84,R,129000000,837,18000000,4-Aug-06,Comedy ,,,,,,,
157,tt0358082,Robots (2005),2005,6.3,91,PG,128000000,"3,776",75000000,11-Mar-05,Animation , Adventure , Comedy , Family , Romance , Sci-Fi,,
160,tt0461770,Enchanted (2007),2007,7.2,107,PG,128000000,"3,730",85000000,17-Nov-07,Comedy , Family , Fantasy , Musical , Romance,,,
159,tt1130884,Shutter Island (2010),2010,8.1,138,R,128000000,"2,991",80000000,19-Feb-10,Mystery , Thriller,,,,,,
168,tt0389790,Bee Movie (2007),2007,6.2,91,PG,127000000,"3,944",150000000,28-Oct-07,Animation , Adventure , Comedy , Family , Horror,,,
162,tt0421715,The Curious Case of Benjamin Button (2008),2008,7.8,166,PG_13,127000000,"2,988",150000000,25-Dec-08,Drama , Fantasy , Romance,,,,,
165,tt1650062,Super 8 (2011),2011,7.1,112,PG_13,127000000,"3,379",50000000,9-Jun-11,Mystery , Sci-Fi , Thriller,,,,,
184,tt0458352,The Devil Wears Prada (2006),2006,6.8,109,PG_13,125000000,"2,847",35000000,30-Jun-06,Comedy , Drama , Romance,,,,,
177,tt0438488,Terminator Salvation (2009),2009,6.7,115,R,125000000,"3,480",200000000,14-May-09,Action , Sci-Fi,,,,,,
182,tt0844471,Cloudy with a Chance of Meatballs (2009),2009,7,90,PG,125000000,"3,119",100000000,18-Sep-09,Animation , Comedy , Family , Fantasy , Romance,,,
189,tt1192628,Rango (2011),2011,7.3,107,PG,123000000,"3,917",135000000,14-Feb-11,Animation , Adventure , Comedy , Family , Western,,,
192,tt0829482,Superbad (2007),2007,7.6,113,R,121000000,"2,948",20000000,17-Aug-07,Comedy ,,,,,,,
195,tt0361748,Inglourious Basterds (2009),2009,8.3,153,R,121000000,"3,165",75000000,21-Aug-09,Adventure , Drama , War,,,,,
4851,tt0358273,Walk the Line (2005),2005,7.9,136,PG_13,120000000,"2,961",28000000,4-Sep-05,Biography , Drama , Music , Romance,,,,
200,tt0762107,I Now Pronounce You Chuck & Larry (2007),2007,6,115,R,120000000,"3,495",85000000,12-Jul-07,Comedy , Romance,,,,,,
197,tt0369436,Four Christmases (2008),2008,5.6,88,PG_13,120000000,"3,310",80000000,26-Nov-08,Comedy , Drama , Romance,,,,,
4855,tt0452594,The Break-Up (2006),2006,5.8,106,PG_13,119000000,"3,070",52000000,2-Jun-06,Comedy , Drama , Romance,,,,,
4854,tt0427327,Hairspray (2007),2007,6.8,117,PG,119000000,"3,121",75000000,13-Jul-07,Comedy , Musical , Romance,,,,,
4852,tt0436339,G-Force (2009),2009,5.1,88,PG,119000000,"3,697",150000000,19-Jul-09,Action , Adventure , Comedy , Family , Fantasy , Sci-Fi,,
4853,tt1386588,The Other Guys (2010),2010,6.6,107,TV_MA,119000000,"3,651",100000000,2-Aug-10,Action , Comedy , Crime,,,,,
4859,tt0445934,Blades of Glory (2007),2007,6.3,93,PG_13,118000000,"3,372",61000000,30-Mar-07,Comedy , Sport,,,,,,
4858,tt0944835,Salt (2010),2010,6.4,100,TV_MA,118000000,"3,612",110000000,19-Jul-10,Action , Crime , Mystery , Thriller,,,,
4862,tt1499658,Horrible Bosses (2011),2011,6.9,98,R,118000000,"3,040",35000000,8-Jul-11,Comedy , Crime,,,,,,
4863,tt0496806,Ocean's Thirteen (2007),2007,6.9,122,PG_13,117000000,"3,565",85000000,5-Jun-07,Crime , Thriller,,,,,,
4869,tt1133985,Green Lantern (2011),2011,5.7,114,PG_13,117000000,"3,816",200000000,16-Jun-11,Action , Adventure , Sci-Fi , Thriller,,,,
4871,tt0259324,Ghost Rider (2007),2007,5.2,114,PG_13,116000000,"3,619",110000000,16-Feb-07,Action , Fantasy , Horror , Thriller,,,,
4874,tt1136608,District 9 (2009),2009,8,112,R,116000000,"3,049",30000000,14-Aug-09,Action , Sci-Fi , Thriller,,,,,
4879,tt0397892,Bolt (2008),2008,7,96,PG,114000000,"3,651",150000000,17-Nov-08,Animation , Adventure , Comedy , Family , Sci-Fi,,,
4884,tt0395699,The Pacifier (2005),2005,5.5,95,PG,113000000,"3,131",56000000,1-Mar-05,Action , Comedy , Drama , Family , Thriller,,,
4886,tt1230414,It's Complicated (2009),2009,6.6,120,R,113000000,"2,887",85000000,10-Dec-09,Comedy , Romance,,,,,,
4897,tt0369441,Fun with Dick and Jane (2005),2005,6.1,90,PG_13,110000000,"3,056",100000000,21-Dec-05,Comedy , Crime,,,,,,
4751,tt0960731,Bedtime Stories (2008),2008,6.1,99,PG,110000000,"3,681",80000000,25-Dec-08,Comedy , Family , Fantasy , Romance,,,,
4896,tt0942385,Tropic Thunder (2008),2008,7,107,R,110000000,"3,319",92000000,13-Aug-08,Action , Comedy,,,,,,
4895,tt0817230,Valentine's Day (2010),2010,5.8,125,PG_13,110000000,"3,665",52000000,8-Feb-10,Comedy , Romance,,,,,,
4752,tt0405422,The 40-Year-Old Virgin (2005),2005,7.2,116,R,109000000,"2,845",26000000,11-Aug-05,Comedy , Romance,,,,,,
4753,tt1078940,Couples Retreat (2009),2009,5.5,113,R,109000000,"3,000",60000000,9-Oct-09,Comedy ,,,,,,,
4759,tt1179904,Paranormal Activity (2007),2007,6.3,86,R,108000000,"2,712",15000,14-Oct-07,Horror ,,,,,,,
4761,tt0409459,Watchmen (2009),2009,7.6,162,R,108000000,"3,611",130000000,6-Mar-09,Action , Mystery , Sci-Fi,,,,,
4758,tt1411704,Hop (2011),2011,5.5,95,PG,108000000,"3,579",63000000,1-Apr-11,Animation , Adventure , Comedy , Family , Fantasy,,,
4764,tt0947798,Black Swan (2010),2010,8,108,R,107000000,"2,407",13000000,5-Sep-10,Drama , Mystery , Thriller,,,,,
4774,tt0955308,Robin Hood (2010),2010,6.7,140,PG_13,105000000,"3,503",200000000,14-May-10,Action , Adventure , Drama , History,,,,
4777,tt0780521,The Princess and the Frog (2009),2009,7.2,97,G,104000000,"3,475",105000000,25-Nov-09,Animation , Family , Fantasy , Musical , Romance,,,
4776,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),2010,6.4,113,PG,104000000,"3,555",155000000,10-Dec-10,Adventure , Family , Fantasy,,,,,
4781,tt1778304,Paranormal Activity 3 (2011),2011,5.9,83,R,104000000,"3,321",5000000,21-Oct-11,Horror ,,,,,,,
4784,tt0443489,Dreamgirls (2006),2006,6.6,130,PG_13,103000000,"2,797",70000000,9-Dec-06,Drama , Music , Musical,,,,,
4787,tt1320253,The Expendables (2010),2010,6.5,103,R,103000000,"3,270",80000000,3-Aug-10,Action , Adventure , Thriller,,,,,
4785,tt1564367,Just Go with It (2011),2011,6.4,117,PG_13,103000000,"3,548",80000000,8-Feb-11,Comedy , Romance,,,,,,
4790,tt1568346,The Girl with the Dragon Tattoo (2011),2011,7.9,158,R,103000000,"2,929",90000000,14-Dec-11,Crime , Drama , Mystery , Thriller,,,,
4792,tt0859163,The Mummy: Tomb of the Dragon Emperor (2008),2008,5.2,112,PG_13,102000000,"3,760",145000000,1-Aug-08,Action , Adventure , Fantasy , Thriller,,,,
4796,tt0373051,Journey to the Center of the Earth (2008),2008,5.8,93,PG_13,102000000,"2,811",45000000,11-Jul-08,Action , Adventure , Family , Fantasy , Sci-Fi,,,
4704,tt1059786,Eagle Eye (2008),2008,6.6,118,PG_13,101000000,"3,510",80000000,16-Sep-08,Action , Mystery , Thriller,,,,,
4717,tt0413099,Evan Almighty (2007),2007,5.4,96,PG,100000000,"3,604",175000000,22-Jun-07,Comedy , Family , Fantasy,,,,,
4711,tt0838283,Step Brothers (2008),2008,6.9,98,R,100000000,"3,094",65000000,25-Jul-08,Comedy ,,,,,,,
4725,tt0960144,You Don't Mess with the Zohan (2008),2008,5.5,113,PG_13,100000000,"3,462",90000000,6-Jun-08,Action , Comedy,,,,,,
4712,tt1231583,Due Date (2010),2010,6.6,95,R,100000000,"3,355",65000000,5-Nov-10,Comedy ,,,,,,,
4722,tt1302067,Yogi Bear (2010),2010,4.5,80,PG,100000000,"3,515",80000000,11-Dec-10,Animation , Adventure , Comedy , Family,,,,
4716,tt1284575,Bad Teacher (2011),2011,5.7,92,R,100000000,"3,049",20000000,20-Jun-11,Comedy ,,,,,,,
