id,imdb,name,year,rate,runtime,certificate,boxoffice,opening_theaters,budget_US???$),ReleaseDate,genre,genre1,genre2,genre3,genre4,genre5,genre6,Column
4314,tt1189340,The Lincoln Lawyer (2011),2011,7.3,118,R,58000000,"2,707",40000000,10-Mar-11,Crime , Drama , Thriller,,,,,
4316,tt0421239,Red Eye (2005),2005,6.5,85,PG_13,57900000,"3,079",25000000,4-Aug-05,Horror , Mystery , Thriller,,,,,
4318,tt0445990,Invincible (2006),2006,7.1,105,PG,57800000,"2,917",,25-Aug-06,Biography , Drama , Sport,,,,,
4320,tt0437863,The Benchwarmers (2006),2006,5.6,80,PG_13,57700000,"3,274",33000000,7-Apr-06,Comedy , Sport,,,,,,
4319,tt1135084,Takers (2010),2010,6.2,107,PG_13,57700000,"2,206",20000000,4-Aug-10,Action , Crime , Thriller,,,,,
4325,tt0450259,Blood Diamond (2006),2006,8,143,R,57400000,"1,910",100000000,8-Dec-06,Adventure , Drama , Thriller,,,,,
4329,tt0397535,Memoirs of a Geisha (2005),2005,7.3,145,PG_13,57000000,"1,654",85000000,6-Dec-05,Drama , Romance,,,,,,
4333,tt1605783,Midnight in Paris (2011),2011,7.7,94,PG_13,56800000,"1,038",17000000,20-May-11,Comedy , Romance,,,,,,
4334,tt1132626,Saw V (2008),2008,5.8,92,UNRATED,56700000,"3,060",10800000,24-Oct-08,Horror , Mystery,,,,,,
4341,tt0436697,The Queen (2006),2006,7.4,103,PG_13,56400000,"1,850","18,000,000",29-Sep-06,Biography , Drama,,,,,,
4345,tt0312004,The Curse of the Were-Rabbit (2005),2005,7.6,85,G,56100000,"3,645",30000000,5-Oct-05,Animation , Comedy , Family,,,,,
4251,tt0375210,White Noise (2005),2005,5.5,101,PG_13,55900000,"2,261",10000000,7-Jan-05,Drama , Horror , Mystery , Thriller,,,,
4253,tt0377471,Be Cool (2005),2005,5.6,118,PG_13,55800000,"3,216",53000000,4-Mar-05,Comedy , Crime,,,,,,
4254,tt1632708,Friends with Benefits (2011),2011,6.6,109,R,55800000,"2,926",35000000,18-Jul-11,Comedy , Romance,,,,,,
4258,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole (2010),2010,7,97,PG,55700000,"3,575",80000000,24-Sep-10,Animation , Adventure , Fantasy,,,,,
4263,tt0492044,The Haunting in Connecticut (2009),2009,5.9,92,PG_13,55300000,"2,732",,27-Mar-09,Drama , Horror , Thriller,,,,,
4264,tt0906108,Why Did I Get Married? (2007),2007,5.5,113,PG_13,55200000,"2,011",15000000,4-Oct-07,Comedy , Drama,,,,,,
4266,tt1464540,I Am Number Four (2011),2011,6.1,109,PG_13,55100000,"3,154",50000000,18-Feb-11,Action , Adventure , Sci-Fi , Thriller,,,,
4269,tt0406816,The Guardian (2006),2006,6.8,139,PG_13,55000000,"3,241",70000000,29-Sep-06,Action , Adventure , Drama,,,,,
4275,tt0945513,Source Code (2011),2011,7.5,93,PG_13,54700000,"2,961",28000000,11-Mar-11,Mystery , Sci-Fi , Thriller,,,,,
4276,tt0466909,The Omen (2006),2006,5.5,110,TV_14,54600000,"2,660",25000000,6-Jun-06,Horror , Mystery , Thriller,,,,,
4278,tt1598822,New Year's Eve (2011),2011,5.6,113,PG_13,54500000,"3,505",56000000,5-Dec-11,Comedy , Romance,,,,,,
4285,tt0414982,Final Destination 3 (2006),2006,5.8,93,R,54100000,"2,880",34000000,10-Feb-06,Horror , Thriller,,,,,,
4284,tt0453556,TMNT (2007),2007,6.4,87,PG,54100000,"3,110",34000000,23-Mar-07,Animation , Action , Adventure , Comedy , Family , Fantasy , Sci-Fi,
4286,tt1591095,Insidious (2010),2010,6.8,103,PG_13,54000000,"2,408",1500000,1-Apr-10,Drama , Horror , Mystery , Thriller,,,,
4292,tt0431308,P.S. I Love You (2007),2007,7,126,PG_13,53700000,"2,454",30000000,21-Dec-07,Drama , Romance,,,,,,
4294,tt0381849,3:10 to Yuma (2007),2007,7.8,122,R,53600000,"2,652",55000000,21-Aug-07,Adventure , Crime , Drama , Western,,,,
4296,tt0443295,"Yours, Mine & Ours (2005)",2005,5.3,90,PG,53400000,,45000000,23-Nov-05,Comedy , Family , Romance,,,,,
4297,tt1055292,Life as We Know It (2010),2010,6.5,114,PG_13,53400000,"3,150",38000000,2-Oct-10,Comedy , Drama , Romance,,,,,
4299,tt0121164,Corpse Bride (2005),2005,7.4,77,TV_PG,53300000,"3,204",40000000,16-Sep-05,Animation , Fantasy , Musical , Romance,,,,
4300,tt1787759,Madea's Big Happy Family (2011),2011,4.3,106,PG_13,53300000,"2,288",25000000,22-Apr-11,Comedy , Drama,,,,,,
4206,tt0482571,The Prestige (2006),2006,8.5,130,PG_13,53100000,"2,281",40000000,17-Oct-06,Drama , Mystery , Thriller,,,,,
4207,tt0892318,Letters to Juliet (2010),2010,6.5,105,PG,53000000,"2,968",30000000,25-Apr-10,Comedy , Drama , Romance,,,,,
4210,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street (2007),2007,7.5,116,R,52900000,"1,249",50000000,3-Dec-07,Drama , Horror , Musical , Thriller,,,,
4215,tt1650043,Diary of a Wimpy Kid: Rodrick Rules (2011),2011,6.6,99,PG,52700000,"3,167",21000000,25-Mar-11,Comedy , Family,,,,,,
4216,tt0384642,Kicking & Screaming (2005),2005,5.5,95,PG,52600000,"3,455",45000000,1-May-05,Comedy , Family , Sport,,,,,
4218,tt0482606,The Strangers (2008),2008,6.2,86,R,52500000,"2,466",10000000,30-May-08,Horror , Mystery , Thriller,,,,,
4220,tt1027718,Wall Street: Money Never Sleeps (2010),2010,6.3,133,PG_13,52500000,"3,565",70000000,20-Sep-10,Drama ,,,,,,,
4223,tt0410297,The Lake House (2006),2006,6.8,99,PG,52300000,"2,645",40000000,16-Jun-06,Drama , Fantasy , Romance,,,,,
4225,tt0821640,Ghosts of Girlfriends Past (2009),2009,5.7,100,PG_13,52200000,"3,175",,1-May-09,Comedy , Fantasy , Romance,,,,,
4227,tt1424381,Predators (2010),2010,6.4,107,R,52000000,"2,699",40000000,7-Jul-10,Action , Adventure , Sci-Fi , Thriller,,,,
4232,tt1201167,Funny People (2009),2009,6.4,146,R,51800000,"3,007",75000000,20-Jul-09,Comedy , Drama,,,,,,
4233,tt1068242,Footloose (2011),2011,5.8,113,PG_13,51800000,"3,549",24000000,14-Oct-11,Comedy , Drama , Music , Romance,,,,
4234,tt1071875,Ghost Rider: Spirit of Vengeance (2011),2011,4.3,96,PG_13,51800000,"3,174",57000000,11-Dec-11,Action , Fantasy , Thriller,,,,,
4237,tt1385912,I Can Do Bad All by Myself (2009),2009,3.9,113,PG_13,51700000,"2,255",13000000,11-Sep-09,Comedy , Drama,,,,,,
4240,tt1179891,My Bloody Valentine (2009),2009,5.5,101,R,51500000,"2,534",15000000,8-Jan-09,Horror , Mystery,,,,,,
4239,tt1601913,The Grey (2011),2011,6.8,117,R,51500000,"3,185",25000000,11-Dec-11,Adventure , Drama , Thriller,,,,,
4151,tt0443536,Hoodwinked! (2005),2005,6.6,80,PG,51100000,"2,394",15000000,16-Dec-05,Animation , Comedy , Family,,,,,
4250,tt0382077,Hide and Seek (2005),2005,5.9,101,R,51100000,"3,005",25000000,28-Jan-05,Horror , Mystery , Thriller,,,,,
4153,tt0371724,The Hitchhiker's Guide to the Galaxy (2005),2005,6.8,109,PG,51000000,"3,133",50000000,29-Apr-05,Adventure , Comedy , Sci-Fi,,,,,
4156,tt0472043,Apocalypto (2006),2006,7.8,139,R,50900000,"2,465",40000000,8-Dec-06,Action , Adventure , Drama , Thriller,,,,
4154,tt0783233,Atonement (2007),2007,7.8,123,R,50900000,"1,400",30000000,7-Dec-07,Drama , Mystery , Romance , War,,,,
4159,tt0365737,Syriana (2005),2005,7,128,R,50800000,"1,775",50000000,23-Nov-05,Drama , Thriller,,,,,,
4158,tt0420238,The Tale of Despereaux (2008),2008,6.1,93,G,50800000,"2,758",,19-Dec-08,Adventure , Animation , Comedy , Family , Fantasy,,,
4165,tt0432021,Resident Evil: Extinction (2007),2007,6.3,94,R,50600000,"2,828",45000000,21-Sep-07,Action , Horror , Sci-Fi , Thriller,,,,
4167,tt0758766,Music and Lyrics (2007),2007,6.5,96,PG_13,50600000,"2,929",,14-Feb-07,Comedy , Music , Romance,,,,,
4170,tt0422093,Diary of a Mad Black Woman (2005),2005,5.6,116,PG_13,50400000,"1,483",5500000,25-Feb-05,Comedy , Drama , Romance,,,,,
4171,tt1231587,Hot Tub Time Machine (2010),2010,6.5,101,R,50200000,"2,754",36000000,26-Mar-10,Adventure , Comedy , Sci-Fi,,,,,
4185,tt0422774,Are We Done Yet? (2007),2007,3.9,92,PG,49600000,"2,877",,4-Apr-07,Comedy , Drama , Family,,,,,
4186,tt0455824,Australia (2008),2008,6.6,165,PG_13,49600000,"2,642",130000000,24-Nov-08,Adventure , Drama , History , Romance , War,,,
4187,tt0976238,Old Dogs (2009),2009,5.3,88,PG,49500000,"3,425",35000000,25-Nov-09,Comedy , Family,,,,,,
4189,tt0457400,Land of the Lost (2009),2009,5.3,102,R,49400000,"3,521",100000000,5-Jun-09,Adventure , Comedy , Sci-Fi,,,,,
4190,tt0376105,Racing Stripes (2005),2005,5.2,102,PG,49200000,"3,185",,8-Jan-05,Adventure , Comedy , Drama , Family , Sport,,,
4191,tt1078588,My Sister's Keeper (2009),2009,7.4,109,PG_13,49200000,"2,606",30000000,26-Jun-09,Drama ,,,,,,,
4193,tt0937375,This Christmas (2007),2007,6.1,117,PG_13,49100000,"1,858",13000000,25-Oct-07,Comedy , Drama , Romance,,,,,
4194,tt0465538,Michael Clayton (2007),2007,7.3,119,R,49000000,"1,400",25000000,24-Sep-07,Crime , Drama , Mystery , Thriller,,,,
4197,tt0408345,Firewall (2006),2006,5.8,105,PG_13,48700000,"2,840",,2-Feb-06,Crime , Thriller,,,,,,
4200,tt0385307,Miss Congeniality 2: Armed and Fabulous (2005),2005,4.9,115,PG_13,48500000,"3,183",45000000,23-Mar-05,Action , Comedy , Crime,,,,,
4199,tt0466342,Date Movie (2006),2006,2.7,83,UNRATED,48500000,"2,896",20000000,17-Feb-06,Comedy , Romance,,,,,,
4101,tt1578275,The Dilemma (2011),2011,5.3,111,PG_13,48400000,"2,940",70000000,14-Jan-11,Comedy , Drama,,,,,,
4104,tt0425123,Just Like Heaven (2005),2005,6.7,95,PG_13,48300000,"3,508",58000000,16-Sep-05,Comedy , Fantasy , Romance,,,,,
4106,tt0852713,The House Bunny (2008),2008,5.5,97,PG_13,48200000,"2,714",,22-Aug-08,Comedy , Romance,,,,,,
4113,tt0410377,Nim's Island (2008),2008,6,96,PG,48000000,"3,513",37000000,30-Mar-08,Adventure , Comedy , Family , Fantasy,,,,
4112,tt1250777,Kick-Ass (2010),2010,7.7,117,R,48000000,"3,065",30000000,12-Mar-10,Action , Comedy,,,,,,
4115,tt0455857,When a Stranger Calls (2006),2006,5,87,PG_13,47900000,"2,999",15000000,3-Feb-06,Horror , Thriller,,,,,,
4116,tt0477071,Premonition (2007),2007,5.9,96,PG_13,47900000,"2,831",20000000,12-Mar-07,Drama , Fantasy , Mystery , Sci-Fi , Thriller,,,
4118,tt0397101,The Skeleton Key (2005),2005,6.5,104,R,47800000,"2,771",43000000,2-Aug-05,Horror , Mystery , Thriller,,,,,
4121,tt0480242,Dan in Real Life (2007),2007,6.8,98,PG_13,47600000,"1,921",25000000,26-Oct-07,Comedy , Drama , Romance,,,,,
4126,tt0431197,The Kingdom (2007),2007,7.1,110,R,47500000,"2,793",70000000,17-Sep-07,Action , Drama , Thriller,,,,,
4124,tt0929632,Precious (2009),2009,7.4,110,R,47500000,"1,003",10000000,16-Jan-09,Drama ,,,,,,,
4127,tt0320661,Kingdom of Heaven (2005),2005,7.2,144,R,47400000,"3,216",130000000,6-May-05,Action , Adventure , Drama , History , War,,,
4128,tt0408306,Munich (2005),2005,7.6,164,R,47400000,"1,498",70000000,23-Dec-05,Drama , History , Thriller,,,,,
4131,tt0450278,Hostel (2005),2005,5.9,94,UNRATED,47300000,"2,195",4800000,6-Jan-05,Horror ,,,,,,,
4132,tt0396752,Nanny McPhee (2005),2005,6.6,97,PG,47100000,"1,995",25000000,27-Jan-05,Comedy , Family , Fantasy,,,,,
4137,tt0384537,Silent Hill (2006),2006,6.6,125,R,47000000,"2,926",50000000,21-Apr-06,Horror , Mystery,,,,,,
4138,tt0822854,Shooter (2007),2007,7.2,124,R,47000000,"2,806",61000000,8-Mar-07,Action , Crime , Drama , Mystery , Thriller,,,
4136,tt1103153,Killers (2010),2010,5.4,100,PG_13,47000000,"2,859",75000000,1-Jun-10,Action , Comedy , Romance , Thriller,,,,
4146,tt0357507,Boogeyman (2005),2005,4.1,89,PG_13,46400000,"3,052",20000000,4-Feb-05,Drama , Horror , Mystery , Thriller,,,,
4144,tt1430607,Arthur Christmas (2011),2011,7.1,97,PG,46400000,"3,376",,23-Nov-11,Animation , Comedy , Drama , Family,,,,
4145,tt1412386,The Best Exotic Marigold Hotel (2011),2011,7.3,124,PG_13,46400000,"1,298",10000000,4-May-11,Comedy , Drama,,,,,,
4150,tt0866439,Made of Honor (2008),2008,5.8,101,R,46000000,"2,729",40000000,2-May-08,Comedy , Romance,,,,,,
4055,tt0834001,Underworld: Rise of the Lycans (2009),2009,6.6,92,R,45800000,"2,942",35000000,23-Jan-09,Action , Adventure , Fantasy , Sci-Fi , Thriller,,,
4056,tt1477076,Saw 3D: The Final Chapter (2010),2010,5.6,90,R,45700000,"2,808",20000000,29-Oct-10,Horror , Mystery,,,,,,
4057,tt0997047,College Road Trip (2008),2008,4.2,83,G,45600000,"2,706",,3-Mar-08,Adventure , Comedy , Drama , Family,,,,
4062,tt0386140,The Legend of Zorro (2005),2005,5.9,129,PG,45400000,"3,520",75000000,28-Oct-05,Action , Adventure , Western,,,,,
4069,tt0480687,Hall Pass (2011),2011,5.9,105,R,45000000,"2,950",36000000,23-Feb-11,Comedy , Romance,,,,,,
4072,tt1385867,Cop Out (2010),2010,5.7,107,R,44900000,"3,150",37000000,26-Feb-10,Action , Comedy , Crime,,,,,
4076,tt1655442,The Artist (2011),2011,8,100,PG_13,44700000,"1,756",15000000,14-Oct-11,Comedy , Drama , Romance,,,,,
4085,tt1093908,Confessions of a Shopaholic (2009),2009,5.8,104,PG,44300000,"2,507",,5-Feb-09,Comedy , Romance,,,,,,
4088,tt1018785,The Sisterhood of the Traveling Pants 2 (2008),2008,6.2,117,PG_13,44100000,"2,667",,6-Aug-08,Comedy , Drama , Romance,,,,,
4089,tt0380510,The Lovely Bones (2009),2009,6.7,135,PG_13,44000000,"2,638",65000000,11-Dec-09,Drama ,,,,,,,
4092,tt0417001,Must Love Dogs (2005),2005,5.9,98,PG_13,43900000,"2,505",30000000,21-Jul-05,Comedy , Romance,,,,,,
4090,tt0811080,Speed Racer (2008),2008,6.1,135,PG,43900000,"3,606",120000000,3-May-08,Action , Family , Sport,,,,,
4093,tt1596346,Soul Surfer (2011),2011,7.1,106,PG,43900000,"2,214",18000000,8-Apr-11,Biography , Drama , Sport,,,,,
4095,tt0762114,License to Wed (2007),2007,5.2,91,PG_13,43800000,"2,401",35000000,3-Jul-07,Comedy , Romance,,,,,,
4096,tt0467110,Underdog (2007),2007,4.8,84,PG,43800000,"3,013",,3-Aug-07,Action , Adventure , Comedy , Family , Fantasy , Sci-Fi,,
4094,tt0926129,Prom Night (2008),2008,3.9,88,UNRATED,43800000,"2,700",20000000,11-Apr-08,Horror , Mystery,,,,,,
4098,tt1287468,Cats & Dogs: The Revenge of Kitty Galore (2010),2010,4.2,82,PG,43600000,"3,705",85000000,30-Jul-10,Action , Comedy , Family , Fantasy,,,,
4100,tt0758794,We Are Marshall (2006),2006,7.1,131,PG,43500000,"2,606",65000000,12-Dec-06,Drama , Sport,,,,,,
4003,tt1045778,Year One (2009),2009,4.9,97,PG_13,43300000,"3,022",60000000,19-Jun-09,Adventure , Comedy,,,,,,
4004,tt1226273,Edge of Darkness (2010),2010,6.6,117,R,43300000,"3,066",80000000,29-Jan-10,Crime , Drama , Mystery , Thriller,,,,
4007,tt0388482,Transporter 2 (2005),2005,6.3,87,R,43100000,"3,303",32000000,2-Sep-05,Action , Crime , Thriller,,,,,
4006,tt0481141,No Reservations (2007),2007,6.3,104,PG,43100000,"2,425",28000000,25-Jul-07,Comedy , Drama , Romance,,,,,
4011,tt0398375,Rumor Has It... (2005),2005,5.5,97,PG_13,43000000,"2,815",,25-Dec-05,Comedy , Drama , Romance,,,,,
4014,tt1320261,Gulliver's Travels (2010),2010,4.9,85,PG,42800000,"2,546",112000000,25-Dec-10,Adventure , Comedy , Family , Fantasy,,,,
4016,tt0462499,Rambo (2008),2008,7.1,92,R,42700000,"2,751",50000000,25-Jan-08,Action , Thriller , War,,,,,
4015,tt1321509,Death at a Funeral (2010),2010,5.6,92,R,42700000,"2,459",20000000,12-Apr-10,Comedy ,,,,,,,
4019,tt0385726,Glory Road (2006),2006,7.2,118,PG,42600000,"2,222",,13-Jan-06,Biography , Drama , Sport,,,,,
4020,tt0490084,Because I Said So (2007),2007,5.6,102,PG_13,42600000,"2,526",,2-Feb-07,Comedy , Romance,,,,,,
4021,tt1139668,The Unborn (2009),2009,4.8,88,PG_13,42600000,"2,357",16000000,9-Jan-09,Drama , Horror , Mystery , Thriller,,,,
4023,tt1622979,Final Destination 5 (2011),2011,5.9,92,R,42600000,"3,155",40000000,10-Aug-11,Horror , Thriller,,,,,,
4025,tt1193631,Step Up 3D (2010),2010,6.2,107,PG_13,42400000,"2,435",30000000,6-Aug-10,Drama , Music , Romance,,,,,
4027,tt0452637,Lady in the Water (2006),2006,5.7,110,PG_13,42300000,"3,235",75000000,21-Jul-06,Fantasy , Mystery , Thriller,,,,,
4029,tt0494652,"Welcome Home, Roscoe Jenkins (2008)",2008,5.2,114,PG_13,42200000,"2,387",35000000,8-Feb-08,Comedy , Romance,,,,,,
4028,tt0762125,Planet 51 (2009),2009,6.1,91,PG,42200000,"3,035",70000000,14-Nov-09,Animation , Adventure , Comedy , Family , Sci-Fi,,,
4030,tt0332047,Fever Pitch (2005),2005,6.2,104,PG_13,42100000,"3,267",30000000,6-Apr-05,Comedy , Drama , Romance , Sport,,,,
4031,tt1127180,Drag Me to Hell (2009),2009,6.6,99,PG_13,42100000,"2,508",30000000,15-Mar-09,Horror ,,,,,,,
4038,tt1047494,Meet the Browns (2008),2008,3.9,100,PG_13,41900000,"2,006",,21-Mar-08,Comedy , Drama , Romance,,,,,
4043,tt0454841,The Hills Have Eyes (2006),2006,6.4,107,UNRATED,41800000,"2,620",15000000,10-Mar-06,Horror , Thriller,,,,,,
4042,tt0758730,Aliens vs. Predator: Requiem (2007),2007,4.7,94,UNRATED,41800000,"2,563",40000000,25-Dec-07,Action , Horror , Sci-Fi , Thriller,,,,
4040,tt0956038,Nights in Rodanthe (2008),2008,5.9,97,PG_13,41800000,"2,704",,26-Sep-08,Drama , Romance,,,,,,
4046,tt1148204,Orphan (2009),2009,7,123,R,41600000,"2,750",,21-Jul-09,Mystery , Thriller,,,,,,
3958,tt0455967,John Tucker Must Die (2006),2006,5.7,89,PG_13,41000000,"2,560",18000000,28-Jul-06,Comedy , Romance,,,,,,
3959,tt1320244,The Last Exorcism (2010),2010,5.6,87,PG_13,41000000,"2,874",1800000,24-Jun-10,Drama , Horror , Thriller,,,,,
3961,tt1124035,The Ides of March (2011),2011,7.1,101,R,41000000,"2,199",12500000,5-Oct-11,Drama ,,,,,,,
3967,tt0467197,Max Payne (2008),2008,5.4,100,R,40700000,"3,376",35000000,13-Oct-08,Action , Crime , Drama , Mystery , Thriller,,,
3970,tt1135487,Duplicity (2009),2009,6.2,125,PG_13,40600000,"2,574",60000000,16-Mar-09,Crime , Romance , Thriller,,,,,
3971,tt0760329,The Water Horse (2007),2007,6.5,112,PG,40400000,"2,772",40000000,25-Dec-07,Adventure , Family , Fantasy,,,,,
3977,tt0469494,There Will Be Blood (2007),2007,8.1,158,R,40200000,"1,620",25000000,27-Sep-07,Drama ,,,,,,,
3980,tt1038686,Legion (2010),2010,5.1,100,R,40200000,"2,476",26000000,21-Jan-10,Action , Fantasy , Horror,,,,,
3975,tt0993842,Hanna (2011),2011,6.8,111,PG_13,40200000,"2,535",30000000,8-Apr-11,Action , Adventure , Thriller,,,,,
3981,tt0420223,Stranger Than Fiction (2006),2006,7.7,113,PG_13,40100000,"2,264",38000000,5-Oct-06,Comedy , Drama , Fantasy , Romance,,,,
3983,tt1034331,Righteous Kill (2008),2008,6,101,R,40100000,"3,152",60000000,12-Sep-08,Action , Crime , Drama , Mystery , Thriller,,,
3991,tt0443543,The Illusionist (2006),2006,7.6,110,PG_13,39800000,"1,438",16000000,27-Apr-06,Drama , Mystery , Romance , Thriller,,,,
3993,tt0799949,Epic Movie (2007),2007,2.3,86,PG_13,39700000,"2,801",20000000,26-Jan-07,Adventure , Comedy,,,,,,
3995,tt0465494,Hitman (2007),2007,6.3,100,R,39700000,"2,458",24000000,21-Nov-07,Action , Crime , Drama , Thriller,,,,
3997,tt0389722,30 Days of Night (2007),2007,6.6,113,R,39600000,"2,855",32000000,16-Oct-07,Horror , Thriller,,,,,,
3999,tt0420294,The Texas Chainsaw Massacre: The Beginning (2006),2006,5.9,91,UNRATED,39500000,"2,820",16000000,6-Oct-06,Horror ,,,,,,,
4000,tt1263670,Crazy Heart (2009),2009,7.3,112,R,39500000,"1,361",7000000,6-Dec-09,Drama , Music , Romance,,,,,
3904,tt0758774,Body of Lies (2008),2008,7.1,128,R,39400000,"2,710",70000000,5-Oct-08,Action , Drama , Thriller,,,,,
3902,tt1126591,Burlesque (2010),2010,6.4,119,PG_13,39400000,"3,037",55000000,24-Nov-10,Drama , Music , Romance,,,,,
3906,tt0947802,Lakeview Terrace (2008),2008,6.2,110,PG_13,39300000,"2,464",22000000,15-Sep-08,Crime , Drama , Thriller,,,,,
3910,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D (2005),2005,3.5,93,PG,39200000,"2,655",,10-Jun-05,Action , Adventure , Family , Fantasy,,,,
3912,tt0433386,The Grudge 2 (2006),2006,4.9,102,PG_13,39100000,"3,211",20000000,13-Oct-06,Horror , Thriller,,,,,,
3913,tt0455407,The Crazies (2010),2010,6.6,101,R,39100000,"2,477",20000000,23-Feb-10,Horror , Mystery , Thriller,,,,,
3916,tt0403508,The Sisterhood of the Traveling Pants (2005),2005,6.6,119,PG,39000000,"2,529",25000000,31-May-05,Comedy , Drama,,,,,,
3917,tt0488120,Fracture (2007),2007,7.2,113,R,39000000,"2,443",,11-Apr-07,Crime , Drama , Mystery , Thriller,,,,
3914,tt0491152,Something Borrowed (2011),2011,5.9,112,PG_13,39000000,"2,904",35000000,11-Apr,Comedy , Drama , Romance,,,,,
3924,tt0986263,Surrogates (2009),2009,6.3,89,PG_13,38500000,"2,951",80000000,24-Sep-09,Action , Sci-Fi , Thriller,,,,,
3925,tt1517489,Spy Kids: All the Time in the World in 4D (2011),2011,3.6,89,PG,38500000,"3,295",27000000,19-Aug-11,Action , Adventure , Comedy , Family , Sci-Fi,,,
3928,tt0414387,Pride & Prejudice ,2005,7.8,129,PG,38400000,"1,335",28000000,11-Nov-05,Drama , Romance,,,,,,
3927,tt0421206,Gridiron Gang (2006),2006,6.9,125,PG_13,38400000,"3,504",30000000,5-Sep-06,Crime , Drama , Sport,,,,,
3929,tt0408985,Last Holiday (2006),2006,6.3,112,PG_13,38400000,"2,514",45000000,13-Jan-06,Adventure , Comedy , Drama,,,,,
3930,tt0486655,Stardust (2007),2007,7.7,127,PG_13,38300000,"2,540",70000000,10-Aug-07,Adventure , Family , Fantasy , Romance,,,,
3934,tt1073498,Meet the Spartans (2008),2008,2.7,86,PG_13,38200000,"2,605",30000000,25-Jan-08,Comedy ,,,,,,,
3937,tt1262416,Scream 4 (2011),2011,6.2,111,R,38200000,"3,305",40000000,11-Apr-11,Horror , Mystery,,,,,,
3941,tt0481536,Harold & Kumar Escape from Guantanamo Bay (2008),2008,6.7,104,R,38100000,"2,510",12000000,25-Apr-08,Adventure , Comedy,,,,,,
3940,tt1186367,Ninja Assassin (2009),2009,6.4,99,R,38100000,"2,503",40000000,29-Sep-09,Action , Crime , Thriller,,,,,
3949,tt0355295,The Brothers Grimm (2005),2005,5.9,118,PG_13,37900000,"3,087",88000000,26-Aug-05,Action , Adventure , Comedy , Fantasy , Thriller,,,
3945,tt0486578,First Sunday (2008),2008,4.2,96,PG_13,37900000,"2,213",,11-Jan-08,Comedy , Crime , Drama,,,,,
3946,tt1464174,"Big Mommas: Like Father, Like Son (2011)",2011,4.3,107,PG_13,37900000,"2,821",32000000,18-Feb-11,Action , Comedy , Crime,,,,,
3854,tt0416212,The Secret Life of Bees (2008),2008,7.3,114,PG_13,37800000,"1,591",11000000,6-Oct-08,Drama ,,,,,,,
3859,tt1405500,For Colored Girls (2010),2010,5.9,133,R,37700000,"2,127",,5-Nov-10,Drama ,,,,,,,
3863,tt1486185,Red Riding Hood (2011),2011,5.4,100,PG_13,37700000,"3,030",42000000,7-Mar-11,Fantasy , Horror , Mystery , Thriller,,,,
3864,tt0457430,Pan's Labyrinth (2006),2006,8.3,118,R,37600000,"1,143",,15-Oct-06,Drama , Fantasy , War,,,,,
3865,tt0762121,The Nativity Story (2006),2006,6.7,101,PG,37600000,"3,083",30000000,1-Dec-06,Drama , Family,,,,,,
3868,tt1637688,In Time (2011),2011,6.7,109,PG_13,37600000,"3,122",40000000,20-Oct-11,Action , Sci-Fi , Thriller,,,,,
3872,tt1057500,Invictus (2009),2009,7.4,134,PG_13,37500000,"2,125",60000000,3-Dec-09,Biography , Drama , History , Sport,,,,
3871,tt1212436,The Back-up Plan (2010),2010,5.2,106,PG_13,37500000,"3,280",35000000,23-Apr-10,Comedy , Romance,,,,,,
3874,tt0483726,Man of the Year (2006),2006,6.2,115,PG_13,37400000,"2,515",20000000,13-Oct-06,Comedy , Drama , Romance , Thriller,,,,
3877,tt0405469,The Wild (2006),2006,5.4,94,G,37400000,"2,854",,14-Apr-06,Animation , Adventure , Comedy , Family,,,,
3876,tt1092026,Paul (2011),2011,7,104,R,37400000,"2,802",40000000,18-Mar-11,Adventure , Comedy , Sci-Fi,,,,,
3879,tt1616195,J. Edgar (2011),2011,6.6,137,R,37300000,"1,910",35000000,3-Nov-11,Biography , Crime , Drama,,,,,
3880,tt1265990,The Roommate (2011),2011,4.8,91,PG_13,37300000,"2,534",16000000,4-Feb-11,Drama , Horror , Thriller,,,,,
3881,tt1640484,Jumping the Broom (2011),2011,5.6,112,PG_13,37300000,"2,035",6600000,6-May-11,Comedy , Drama,,,,,,
3884,tt1622547,30 Minutes or Less (2011),2011,6.2,83,R,37100000,"2,888",28000000,12-Aug-11,Action , Comedy , Crime,,,,,
3889,tt1142798,The Family That Preys (2008),2008,5.1,111,PG_13,37000000,"2,070",,12-Sep-08,Drama ,,,,,,,
3892,tt0473705,State of Play (2009),2009,7.1,127,PG_13,37000000,"2,803",,17-Apr-09,Drama , Mystery,,,,,,
3886,tt1488555,The Change-Up (2011),2011,6.4,112,R,37000000,"2,913",52000000,5-Aug-11,Comedy ,,,,,,,
3896,tt0450232,16 Blocks (2006),2006,6.6,105,PG_13,36900000,"2,706",52000000,3-Mar-06,Action , Crime , Drama , Thriller,,,,
3802,tt0476964,The Brave One (2007),2007,6.8,122,R,36800000,"2,755",70000000,10-Sep-07,Crime , Drama , Thriller,,,,,
3804,tt0408839,The Heartbreak Kid (2007),2007,5.8,116,R,36800000,"3,229",,27-Sep-07,Comedy , Romance,,,,,,
3899,tt0472198,Notorious (2009),2009,6.6,122,R,36800000,"1,638",20000000,16-Jan-09,Biography , Drama , Music,,,,,
